content,score
Sangat tdk puas dgn cs nya. Pas sesi terakhir confirm alamat dibilang ada 3 tempat yg berbeda. Pas di tanya ulang mereka ga bs menyebutkan dmn saja alamatnya. Ditanya bir bs klarifikasi tp respon sgt tdk biak. Sedang data semua sdh dsana. Jadi takut buat di salahgunakan data2 yg sdh dksh.,1
"Aplikasi blu by BCA Digital ini membuat transaksi keuangan makin mudah, bisa dilakukan dimana saja dan pendaftarannya nggak ribet. Cara menabung dan transaksi masa kini yang bikin hepi. Promo menariknya juga banyak banget. blu sebagai bank yang dapat diakses melalui aplikasi redi bakal jadi pilihan terbaik buat transaksi keuangan generasi mendatang.",5
"saya kehilangan uang 50k, karena gangguan transfer tetapi saldo saya tetap kepotong dan tidak masuk ke rekening penerima. saya coba hubungi customer dll, tetapi gak ada hasilnya. kemarin juga saya pas bayar pakai qris ketika gangguan juga kepotong saldonya tapi uangnya tidak masuk ke penerima. saya sangat kecewa, tolong balikin uang saya",1
"Bagus sekali,lebih bagus lagi jika transfer ke BCA tanpa biaya ,tambahkan juga top up dana ,dan perbanyak pilihan bayar/beli misalnya untuk game voucher diperbanyak lagi,dan sediakan pembayaran listrik token dan pembayaran air PDAM,pembayaran BPJS ,dan lainnya .saya jamin pasti banyak yang daftar",5
"Sangat kecewa dengan layanan VC dari apk ini , saya sudah antri dari antrian 388 sampe sudah terhubung ke CS nya, sempat disuruh taroh KTP dibawah dagu , tapi katanya jaringan nya kurang bagus , apa gk ada waktu untuk saya pindah lokasi ? Kenapa di suruh telepon lagi nanti ? Dari nunggu di antrian aja sudah habis 2GB , coba tolong diperbaiki atau bisa kasih saya harus hubungi kemana lagi ?",2
"Ini gimana saya uda daftar, ketika saya memasukkan nomor seri kartu atm saya...kenapa gagal terus ""transaksi tidak dapat diproses.silahkan ulangi beberapa saat lagi "" Kenapa ya...nomor hp saya aktif juga...saya juga pakai wifi tdk ada masalah dengan koneksi..",3
Pengiriman kartu udah 2 bulan gak datang . Akhirnya refund ulang . Tapi sampe saat ini belum datang . Padahal saya bayar biaya kartu engga gratis. Alasannya pihak ini lah itu lah . Berbagai macem alasan . Padahal saya udah kasih solusi buat saya ke kantor cabang bca buat ambil kartunya tapi . Suruh tunggu aja sampai datang,1
"Salah satu Bank Digital terbaik, buka rekening gampang, prosesnya juga cepat. Mungkin sedikit saran, kalo bisa untuk top up dompet digitalnya lebih diperbanyak, dan juga harapannya nanti akan ada kartu debit fisik, terimakasih blu by BCA Digital.",5
"Secara Umum untuk pendaftaran & aktivasi rekening cukup cepat dan mudah. Hanya butuh beberapa menit setelah semua data lengkap & Video Call, rekening langsung aktif. Saya salah satu Nasabah yang tidak memerlukan Kartu ATM/Debit karena memang fokus untuk menabung. Dari segi Bunga Cukup Bersaing & Bebas Biaya Admin Bulanan. Mungkin yg perlu ditambahkan adalah fitur Setor Tunai Tanpa Kartu di ATM BCA & Minimum penempatan Deposito nya jangan terlalu tinggi, kalau bisa dimulai dari 1 Jt. Terimakasih.",4
"Buruk, koneksi error terus gabisa dibuka padahal sinyal lancar. Dipake buat aplikasi lain lancar tapi waktu buka blu malah koneksi error.",1
"Aplikasi nya keren Banget!! Sejuta aja udah bisa Deposito, bunganya 3.5% .. Ahh cocok banget nih buat anak muda yg suka simpan simpan tabungan yg simple, gak ribet. Mau ambil duit aja di ATM Bca mana aja.. Udah gitu seru ada BLU Gether, bisa patungan dan itu transparan banget.. Keren banget asli!! Saran kedepan nya adain Setoran dong di mesin ATM BCA biar gampang klo mau nabung, dan adain juga VA buat bisnis² online, atau QR code.",5
Blu sangat bagus saya suka karna terkoneksi dengan BCA. Kekurangan ya saat ini hanya pada Kartu fisik blu yang belum tersedia. Lalu email masuk masih suka terlambat delay kurang lebih 5 menit dari waktu OTP yang diberikan hanya 1 menit. Mohon untuk segera realisaksikan KARTU FISIK DEBIT BLU karena sudah sangat banyak yang menantikan ya!!,5
Aplikasi blu by BCA Digital oke banget nih. Bisa membantu aku mengatur keuangan. Ada bluRewards nya juga bikin aku bebas bea kalau transaksi tranfer ke bank lain. Cepet juga proses daftar akunnya. Aplikasi ini rekom banget deh...,5
"Lemot banget aplikasinya, berat. mana suka tiba-tiba maintenance, gaada pemberitahuan dulu sebelumnya, minimal maintenance di jam jam tertentu",1
"Untuk sekilas tampilan sudah menarik. Tapi untuk pendaftaran pertama untuk proses pendaftaran untuk pendeteksi wajah, tidak bisa terus padahal posisi sudah sesuai prosedur jarak wajah sudah sesuai, pencahaannya sudah jelas tapi masih saja belum bisa terdeteksi. Mungkin bisa d perbaiki lagi ya admin. Sampai saat ini saya terhambat proses pengenalan wajah untuk proses registrasinya. Mohon d bantu ya admin. Terima kasih 🙏",2
"asli baru kali ini nemu aplikasi sebagus ini, semua nya jadi mudah buat transaksi, terus juga bisa ambil uangnya kalo butuh cash, tanpa pake kartu lagi, keren banget emng, ga nyesel sama sekali download ni aplikasi😍",5
Ini gimana masa ga ada pilihan login! Adanya cuma daftar baru doang??? Kan saya udah punya akun blu waduh bahaya ini saldo saya gimana kl saya ga bisa login kalau ga ada fasilitis selain daftar,1
Senang rasanya masukan mengenai kecepatan aplikasi yang diberikan tersampaikan. Kedepannya lebih ditingkatkan lagi agar lebih smooth🔥,5
"sederhana tidak wah. kekurangan pemakaian: transfer sering terkendala dan gagal, rtg, bi fast gak full dan ada jam tertentu pula.",2
"Terima kasih atas informasinya, bahwa sudah bisa top up shoppe lewat virtual account. Boleh informasikan tahapannya.. Karena di shoppe adanya pilihan untuk BCA biasa.. Dan ketika di coba ke blu, tidak bisa",5
Aplikasi rekening digitalny bagus. Satu aplikasi bisa punya beberapa rekening tambahan dan ga ada biaya admin. Pas video call cepet juga antrianny cm 11 langsung di angkat. Dan yang pasti karena punya BCA jadi merasa aman ketimbang aplikasi rek bca digat al lainy. Dan CS lebih gampang dihubungi. Keren pokokny Bunga deposito juga tinggi donk.,5
"Bener-bener ngga saya saranin sih aplikasi ini. Baru ini kasih bintang satu. Ribet banget mau bertransaksi aja harus verifikasi wajah. Setelah verifikasi malah bolak-balik wajah tidak dikenali padahal jaringan , background bagus, pake ngga pake make up juga sama aja ngga mempan. Anehh banget. Ini uang saya jadi nyangkut jugaa di aplikasi. Harus nunggu ngga tau sampe kapan ini laporan selesai. No Need Reply. Just upgrade your application more easy but still safety.",1
So far pakai aplikasi blu nggak ada kendala sih. Tampilannya menarik dan user friendly. Bisa lock app pake sidik jadi juga hehe jadi ndak ribet. Semoga aplikasi ini bisa terus berkembang yaa. Makasiiiii :),5
"Wah baru tahu kalau satu akun bisa punya 10 rekening tabungan, solutif banget nih blu, udah gak perlu lagi ternak rekening n g perlu lagi pusing tabungannya kena biaya ini itu, cukup pake blu bisa dipakai buat nabung berbagai kebutuhan",5
"Saya sudah daftar, data yg dimasukan juga sesuai. Proses pendaftaran sudah sampai ke tlpn sama cs tapi beberapa saat setelah itu ada pemberitahuan saya gagal dalam membuat rekening bku BCA. Kenapa ya?",2
"Saya kasih rating 1 dulu seblum uang saya kembali, kalo sudah uang saya kembali saya naikin jadi 5. Tolong dipercepat uang saya kembali ya, trf pake blu ke bca , uang udah ke debet, tapi belum masuk di bca nya. Makasih",1
"setelah saya baca, ternyata transfer ke yang lain gratis ada syaratnya. klo bisa transfer ke yang lain free tanpa syarat bisa sangat direkomendasikan. bakalan pakai ini terus untuk semua transaksi. misalnya.. ....transfer ke semua bank free.. ....topup ke gopay, shopee, tokopedia atau semuanya free... ....bisa tarik tunai ke alfamart atau indomart atau sejenisnya free... ....bayar semua jenis tagihan free.... yang kaya gitu yang sempurna freenya... hehehehe..",3
Ah . Modus dengan promo 50.000 dan bonus 10GB . Pas install langsung ada pemberitahuan habis kuota bonus.. makanya notifikasinya dihilangkan kalau mau stop promonya. Saya install gara2 mau dapa promo itu. Bukan karena aplikasi kalian juga sih. Lebih enak pakai Bank N nggk pernah modus. Asli. Auto uninstall. Buat yang baru mauninstal mending jangan deh.,1
"Bank digital paling bagus terbaik, fiturnya modern gak bikin bingung, serta memudahkan nasabah di setiap transaksi nya. Pokonya membantu banget. Terima kasih banyak",5
"Saya install aplikasinya beberapa hari yang lalu karena ada kebutuhan buat kuliah. Masalahnya, saat saya akan mengambil gambar pribadi (masih proses pembuatan akun) itu tidak bisa. Mohon arahannya, bagaimana. Sampai saat ini belum bisa.",2
Terimakasih blu bca. Hanya dgn buka rekening aja udah dpt bonus macem2. Tanpa biaya tanpa saldo minimum. Yg ngeluh tf ada biaya.. tolong baca lg dgn teliti S&k y. Yg ngeluh video call susah. Itu masalah jaringan anda dan memilih wkt yg tepat. Saya video call ga sampe 10 menit. Daftarin banyak teman2 jg paling lama 20 menit. Cek lg jaringan y.. pake kartu apa. Paket y kecepatan y berapa Mbps. Jgn nyalahin pihak blu bca. Terima kasih blu,5
"Untuk UI/UX di tingkatkan lagi agar bisa enteng dan halus aplikasi nya saat di buka. Untuk layanannya untuk kedepannya semoga makin baik, dan bisa bersaing dengan Bank Digital Lainnya.",5
"Aplikasi Yang Bagus & Sangat Membantu Dalam Bertransaki ! Note : Mohon di update untuk top-up e-money nya di tambahkan e-money lainnya agar lebih mudah bertransaksi Misalnya : DANA - LINKAJA - DOKU, Dll. Terima Kasih.",5
Maaf aplikasi ini belum akses untuk pengguna difabel tunanetra. Pasalnya saat aplikasi dibuka dan saat registrasi semua menunya tidak terbaca oleh screen reader. Mohon untuk dibenahi agar kami difabel netra juga bisa enikmati aplikasi Blu ini,3
Ada yg kurang di aplikasi ini. Harusnya ada fitur menghubungi CS langsung dari aplikasi yg tentunya memakai panggilan internet tidak dengan telpon konvensional yg biayanya sangat mahal. Karna hal ini sangat penting untuk Nasabah. Untuk yg lainnya sudah oke. Saya harap jangan seperti BCA konvensional. Yg terlalu banyak aplikasi. Saya harap BLU bisa menggantikan layanan konvensional dgn layanan full digital. Nb selama CS masih menggunakan panggilan telpon konvensional BLU belum bener2 digital.,3
"Ternyata walaupun sama sama narik tunai di bca, tetap ada admin 7,500. Sempat tarik tunai sesuai nominal tidak bisa narik 3x, setelah di check ternyata gara gara biaya admin. Internet lancar, tapi sering trouble dengan internet",4
"Aplikasi ini bagus sekali, sangat membantu dalam hal transaksi keuangan. Aplikasi nomer satu gak kaleng - kaleng. Gak pake ribet. Dari segi keamanan terbukti sangat aman. Terima kasih sudah memakai aplikasi ini.",5
"blu memungkinkan kita untuk melakukan aktivitas keuangan hanya dengan menggunakan smartphone. sehingga sangat praktis dan kekinian sesuai kebutuhan millenial. Btw, aku daftar blu via aplikasi redi. Kamu harus coba juga.",5
"Bug pada login biometrik dan muncul terjadi masalah, jika di ulang beberapa kali di khawatirkan akun akan terblokir karena bug dan transaksi urgen akan sangat terhambat karena tidak ada kartu fisik dan tidak adanya customer servic fisik seperti Bank BCA",1
"Kesulitan untuk mengakses Blu, karena reset password tidak berhasil, padahal semua syarat sudah diikuti. Pengenalan wajah selalu gagal. Sudah menghubungi 1500668 Mohon solusi. Thanks",2
aplikasinya mudah digunakan dan onpoint buat nyari fitur yg mau dipake. sangat rekomended untuk dunia digital seperti saat ini,5
"Prosesnya pembuatan cepet banget, bahkan ada verifikasi data via vcall. Menurutku ini keren sih keamanannya. Apalagi pas tau ada bluRewards yg bebas biaya transfer ke bank lain, favorit banget sih ini",5
"Mantap deh BCA akhirnya turun tangan jd ga was2 lg buat download applikasi lain iming2 free biaya transfer, blu udh jawab semuanya. Udh saya coba walaupun transfer kedua ga bs gunain transfer online harus pake LLG stlh tlp ke operator harus reinstall applikasi blm coba lg mudah2an bener2 kebuka untuk transfer onlinenya terima kasih Blu terima kasih BCA",5
"Sangat buruk dan amat buruk sekali pelayanan di Aplikasi Blu BCA terutama ketika ingin video call ke cs nya. Sangat lama dan alot. Membosankan. Buang2 waktu. Dari pagi saya telp sampai sore hari masih saja dalam antrian. Beda dg bank digital lainnya pelayanan bagus, cepat dan tidak menyulitkan seperti kalian",1
"Secara fitur memang terlalu basic, tapi saya yakin untuk bank sekelas BCA kedepannya akan ada update fitur, terutama terkait kartu debet dan VCC, jangan kalah lah sama yang lain. Lalu kalau saya pribadi, fungsi dan aplikasinya lancar, yang menggangu hanya warna tema dari blu itu sendiri, biru terang yang terlalu mecolok dan menggangu mata. Saya malah lebih suka warna dari aplikasi BCA sebelumnya seperti BCA Mobile dan Welma yang punya warna yang lebih enak di mata.",4
efisien karena jadi tahu pemasukan dan pengeluaran berapa.. dibikinkan akuntansi gitu sama blu ini.. rewardsnya juga oke oke banget buat aku yang sering tf bi fast.. hehehe..,5
"Tampilannya simple. Saran buat Blu, ada baiknya klo ada fitur debit onlinenya. Krna it ckup membantu bagi para pengusaha online terutama untuk iklan facebook.",5
"sejak pake blu transaksi pembayaran, transfer, topup jd lancar tanpa hambatan saya puas dengan blu mudah d gunakan dan di jamin keamanan dan kerahasiaan data kita... terimakasih blu semoga sukses dan jaya terus",5
"Semoga blu bisa lebih baik lagi kedepannya , ini aplikasi yang friendly user. Tambahkan untuk top up shopeepay, e money lain. Kalau blm ada ATM secara fisik , dibuat secara digital juga tidak masalah sebagai ID nasabah. 😁",5
"aplikasi nya bagus banget asli, fitur fiturnya canggih dan gampang buat di lakuin. Tampilannya jugaa bagus bangett.",5
"Kebijakan yg sekarang dgan adanya biaya admin untuk tarik tunai membuat saya tdk nyaman, bukan masalah nomimalnya tapi saya merasa seperti tarik tunai di mesin ATM bank lain, padahal sudah jelas ini aplikasi resmi BCA & tarik tunai pun di ATM BCA juga kenapa harus ada biaya adminnya, ini bukan seperti e-wallet yg sudah jelas mereka tdk punya mesin ATM sendiri jadi wajar klo e-wallet ada adminnya, sya sudah lapor ke cs blu via WA lalu saya disuruh buka atm BCA. Lah lantas untuk apa mendaftar blu?",1
"Udah lama instalnya tapi ga pernah dipake. Pas mau dipake, malah minta update. Pas diupdate, instalasinya ga kelar2. Aplikasinya ga guna banget dah... saldo sy ga bisa dipake",1
"Wah,, aplikasi blu nya user friendly, cukup buka 1 rekening bisa memenuhi kebutuhan perbankan saya, gak perlu buka banyak rekening, fitur nya juga menarik, tampilan nya bagus banget, mudah di operasikan, mantap blu, keren 😍😍😍😍😍😍😍",5
"Apk ini lumayan bagus membantu, sangat mudah digunakan 👍👍 pokoknya recomended dech 👍 Catatan buat developer BIFastnya segera sambungkan lagi biar makin bnyak peminatnya, sejauh ini ditampat sya untuk akses ke Apk ini tdak ada masalah akses cepat. Kirim ke e wallet biaya 1rb klau di yg lain lebih dri itu.",5
UI sudah menarik Tapi kalau boleh kasih saran bisa ditambahkan fitur kode bayar di bagian QRIS. Biar lebih mudah untuk penggunaan blu kedepannya,5
"aplikasinya sangat membantu sekali dan untuk tampilan menu nya sederhana jadi mudah untuk dimengerti, untuk transaksinya juga aman, saya jadi tidak perlu ke ATM 👍",5
Masih perlu pengembangan fitur. Terutama pada fitur bayar tagihan dan top up ewallet. Jadi tidak hanya harus melalui bca virtual account,4
"Kalo bug jarang2 sih wajar, hari ini bug nya parah bgt dr siang coba log in susah bgt gagal trs. Semoga tim bca bisa segera memperbaiki. Dan kalo boleh saran sistem referalnya dibuat bonus yg menarik bisa berupa uang atau voucher belanja hhhe",3
Parah . Gakbisa dipakai buat belanja di Blibli. Keterangan pembayaran gagal melulu. Sdh nerkali2 komplen sama aja masih errrrorrr. Cuma sekali bisa byr sisanya puluhan kali keterangan PEMBAYARAN GAGAL! kyknya mau tutup aja nih akun,1
"Aplikasi sudah cukup bagus, mohon ditingkatkan utk perbaikan tampilan & kecepatan akses di setiap menu",4
AKHIRNYA NEMU aplikasi yang bisa bagi bagi tabunganku biar gak borosss. Kerennya lagi bisa dipake buat transfer ke semua bank tanpa biaya. Dan keren lagi bisa deposito dg bunga tinggi. Wow banget sih inii. Yang mau dapet bonusan dari blu bisa daftar pake Kode : LATIFZXXL yaaaa,5
"Kirain kaya aplikasi lain yg transfer ke semua bank gratis. Ternyata pake BIFAST, Semua bank si emg BIFAST 2500. Ke app induk/penyedia (BCA) aja bayar hadehh.. Dan kirain bikin nocan byr tp masuk sbg saldo ternyata melayang. Gak ada keterangan nya..",2
Suka Banget Dengan Aplikasi Blu By BCA Digital. Dengan Aplikasi ini saya bisa memanage keuangan dan lebih tertata peruntukannya ... mohon dapat terus di kembangkan lagi dan banyak bertambah fiturnya saran sih ... mungkin dapat diberikan fitur Lock/mengunci di BluSaving supaya kami pengguna BluSaving lebih bisa Komitmen untuk menabung dan tidak mudah menarik dana yang sudah di tabung itu aja .. terima kasih,5
"Menurutku ini aplikasi yg bagus dan sesuai dg kebutuhanku, dimana aplikasi ini memang saya butuhkan utk rekening keperluan jangka panjang dan bukan utk di kutak katik nilainya shg makin kecil, tapi harus makin besar. Makasih BCA.",5
Aplikasi udh lumayan bagus tp gara2 verifikasi email gagal terus.. Padahal ops sudah bner d kirim dari gmail. Com tolong di permudahkan.. Dan di perbaiki lagi. Sungguhh di sayangkn.,5
"Mantap selain pelayanan nya ramah dan sopan, kita juga dapat menutup acount rekening di dalam aplikasinya jadi gak khawatir kalo kita sudah tidak memakainya lagi, karna bisa menonaktifkan rekening acount nya 😀 oh iya satu lagi buat kalian yg belum instal buruan istal dan segera buka rekening dengan cara vc pelayan nya cantik² loh 🤭",5
"Tampilannya sangat mudah dan ga ribet , pokonya praktis udah itu juga ada bluereward gratis antar bank. nyaman banget tampilannya jadi mudah buat transaksi",5
Aplikasi sudah bagus banget. Cuma 1 aja. UI/UX nya bisa dioptimalisasi lagi? Soalnya agak lambat respon nya. Overall udah bagus🔥,5
Aplikasinya mudah di gunakan. Masukan aja kalo di bawa multytasking tambahin fungsi keamanan masuk lagi biar gk ada yg jail minjem hp trus ngebula recent app lngsung bisa masuk aplikasinya,3
"Kenapa apk blue saya gak bisa dipake ya Transaksi nya gagal Mulu😌 Setiap mau transaksi selalu ada pemberitahuan hmmm...transaksi gagal nih Padahal udah saya update,udah ini udah itu Jadi suka heran uang yang saya simpen masih belom bisa dipake....",2
"Baru pertama kali nyoba aplikasi blu . Pembukaan rekeningnya juga gampang,fitur di dalamnya juga simple . Aplikasi yg sangat bermanfaat bisa digunakan untuk transaksi online . Terima Kasih banyak blu 🙏",5
"Apk nya sangat bermanfaat dan dapat memudahkan dalam transfer, fitur-fitur nya juga mudah dipahami dan aplikasi lancar. Semoga selalu diperbaharui lagi dengan lebih baik lagi apknya 👍",5
"Alhamdulillah dari pertama saya buka rekening BCA digital sampai bikin nomor rekening cantik saja tidak ada masalah,tranfer antar bank dan juga transaksi pembayaran atau top up lancar jaya.tidak ada biaya admint lagi,kalau bisa ada kartu atm-nya",5
"Blu bca sudah error 2 hari ini, saya mau ambil duit jadi tidak bisa, tolong di perbaiki secepat nya, keluar notif seeprtinya ada masalah silahkan coba lagi pas mau login, ino sudah hari saya begini terus",1
"Boleh juga ni BcaBlu, tapi masih ada yg kurang si. Kalau perlu untuk digital jangan ada biaya admin untuk Transfer, TopUp E-Wallet. Saya jamin peminat Digital BluBca makin banyak pak/bu, Itu Review dari saya :)",5
"Dimohon untuk perbaiki aplikasinya, BLU BCA memang sangat membantu saya dlm kehidupan sehari-hari, tetapi aplikasi nya lemot atau berat kadang susah masuk. Terima kasih",4
"Tolong dong servernya di perbaiki, mau upload e KTP susahnya bukan main, terputus terus, padahal koneksi internet lancar, pake data, wifi sama saja",3
"Keseluruhan sudah bagus, bisa setor tunai juga, ya walaupun setor tunai nya pke sistem VA. Kedepannya mohon di update lagi untuk setor tunai nya jadi bisa pke kartu fisik nya.",5
"Sebenarnya dah lama pingin banget punya rekening tabungan di blu by BCA Digital dan memanfaatkan fitur digitalnya. Tapi hingga hari ini sulit banget. Kendalanya di langkah terakhir yaitu verifikasi video call. Dah bbrp kali juga saya coba video call selalu terputus padahal jaringan internet dan sinyal full bagus. Mohon dibantulah, dipermudah pendaftarannya. Terimakasih 🙏",5
"senang sekali memudahkan transaksi online oleh virtual debit card, semoga aja menambah fitur contactless untuk virtual debit card bagi memiliki NFC pada smartphone dan smartwatch dengan google wallet dan Samsung wallet.",4
"Promonya gk jelas, Belum pernah di pakai tapi keterangannya sdh digunakan mencapai limit harian. Cs menjelaskan krn limit harian global sdh habis. Kl alasannya limit pada hari itu habis.berarti bsk harusnya sdh tersedia lg dong. Tp tetep zonk.",1
"Kenapa fungsi fingerprint login nya ngga bisa ya? Padahal sudah diaktifkan di setting aplikasi, alhasil harus menggunakan password setiap kali masuk. Device android poco f3",1
"Wah ada aplikasi dari anak bungsu BCA nihh BCA Digital. Aplikasinya kereeenn buat anak muda jaman milenial cocok banget. Banyak fitur2 menariknya juga loh. Sangat membantu kita dalam melakukan berbagai transaksi apalagi dimasa pandemi ini lohh. Top bangeeettt 👍👍👍. Makan ubi cilembu, dihari rabu...yuk kita download blu yang pastinya seru...😊👍",5
"Blu by BCA Digital, selama ini aku pake aman-aman saja tidak ada kendala. Buka rekening nggak ribet setengah jam-an selesai langsung aktif, fitur-fiturnya banyak juga sangat membantu selama ini, desain UI/UX aplikasinya simpel elegan mudah digunakan bisa diakses dimana kapan saja. Fitur yang paling suka yaitu transfer gratis dan penarikan di ATM BCA tanpa kartu dll. Rekomended banget deh buat kamu yang lagi pengin buka rekening baru. Terimakasih sukses selalu dan makin berinovasi ke-depannya.",5
"Harus di update,karena setiap setor tunai,kalau gagal masuk semua,harus pencet ulang,tidak seperti aplikasi bca biasa,sekali saja meskipun gagal tetap bisa masukan ulang,kalau antrian panjang di Indomaret akan memakan waktu lama",3
"Update lola sekali, udah hapusin apk lainya, memori d hapusin. ,hp d restar lagi tetep aja cuma loading, download apk.lain lancar Tolong ini jelaskan, saya mau transfer dana saya sampe skrg blm bisa d download, padahal download lainya lancar² aja, Blue doang ini. Kecewa berat",3
"Ini kenapa saya ga bisa masuk? Koneksi lancar, cek intip saldo bisa. Tapi ga bisa masuk. Lagi error kah? Jangan bikin ga nyaman nasabah. Perbaiki permasalahan secepatnya. - - Rating sudah saya naikan 🌟5. Kondisi sudah normal kembali",5
"Beda dengan akun bank apa y? Sama sekali jauuuh dari kata digital. Semua sistem aplikasi oke, namun di bagian administrasi gak berbeda dari bank, aplikasi bank pun sudah ada sistem ini. Entah sasarannya apa.",2
"Sebenernya bagus ya min...tapi tolong fiturnya di ringankan..soalnya aplikasi ini kebanyakan muter muter...tolong ringankan seperti aplikasi lain, contohnya mybca",5
Ganti Hp. Mau login susah .verifikasi wajah miring kanan kiri gagal terus. Minta SMS otp ke instagramnya. Tapi disuruh veifikasi wajah.sudah bolak balik verifikasi wajah. Sampai leher capek,1
Bagus verifikasi cepet dan semua berjalan lancar. Tapi no rekening nya beda ma BCA mobile banking blu by BCA digital ada banyak no rekning nya. Semoga bermanfaat . Biar respon nya semakin cepat,4
Karena punya BCA jadi ikut bikin. Aplikasinya friendly dan gratis biaya transfernya itu yang menarik. Serta pengambilan uang tunai bisa nyuruh orang lain hanya dengan kirim kode tarik tunainya. Kerenlah pokoe. Cuma ya kalo bisa ditambah transfer terjadwal. Biar makin kecelah,5
"Tolong dibantu pendaftaran. Upload ktp sudah, tapi ketika pengenalan wajah keluar terus apk nya dan ulang lagi dari login. Begitu aja sampe habis cemilan. Jadi pengen beli container",3
"Keren banget, semenjak ada BLU semuanya praktis banget ,mau nabung ,deposito, dan patungan ini itu di kantor semuanya jadi simple ga ribet! Semangat blu, maju terus, kembangkan terus! Yuk bisa yuk kita buat generasi digital terkeren !! 💙💙💙💙💙",5
"App nya error, aku mau daftar dan setelah itu masukkan nomor trus isi kode verifikasi yang dikirim dari pihak Blu , saat aku masukkan kode nya malah salah padahal aku masukkan kode sesuai dengan yang dikirim",3
"untuk saat ini bagus sih, mudah buat transaksi, tpi maaf saya kasih bintang 2 karena banyak hal, 1. akun saya tiba-tiba ke logout sendiri. 2. nomer hp yg saya pakai untuk blu sudah hilang 3. login blu butuh kode verifikasi dari nomer hp, 4. sekrg akun blu saya tidak bisa login lagi dan uang di dalamnya tidak bisa di ambil. terimakasih",2
"Sangat sangat ribet untuk mendaftarnya, aplikasinya ga kompak di semua device. Ada yang minta surat keterangan domisili, ada yang tidak. Padahal sama-sama sedang di luar domisili KTP.",1
"Sebenernya suka, cuma kebanyakan loading dan tampilkan animasi yg ga perlu sehingga membebankan performa kecepatan transaksi.. saran dikurangi loading maupun animasinya",3
"Kalah simple dengan Bank N, terlalu berhati hati dan takut risiko sehingga harus dengan video call, hambatannya banyak, mengapa tidak pakai sistem otentifikasi saja, sorot wajah dalam kotak, kedipkan mata, anggukkan kepala, gelengkan kepala, ucapkan huruf A, selesai, bagaimana kita tertarik menjadi freelance Blu, kalau sulit dan banyak waktu yang dipakai untuk memandu buka rekening.Ada perbaikan yang juga belum sempurna bintang tambah 1, masih ribet, pengenalan wajahnya uninstall aja lah",3
"Semula selesai membuat pendaftaran dengan cepat dan lancar, lalu tinggal video Call nya selama 2 hari gak konek2, tapi di hari ke 3 gak sampai 1 menit langsung nyambung dan pelayanan nya cepat, baik dan mudah/simpel, jadi deh, terima kasih blu bca...",5
"Suka banget dari segi tampilan, fitur, dan kecepatan akses. Mudah diakses, fiturnya gampang dipakai, dan bisa dipake dimana aja, pokonya mantap deh👍",5
"Ukuran apps nya gede banget yaaa huhu gagal trs update, ga cukup ruang gatau mesti hapus hapus apa lagi :') Padahal user setia Blu nih, suka bgt sama kepraktisan dan teknologinya.",4
"App yg sangat bagus dan membantu sekali untuk saya yg sudah berumur. Memudahkan saya dalam bertransaksi jd TDK perlu repot2 DTG ke bank ataupun ke ATM, fiturnya pun memiliki respon yang sangat baik TDK ada kendala.... gampang jg digunakannya. Kmrn saya mau isi ulang token listrik jd lebih mudah dan cepat tanpa ada kendala apapun. Toppp bgt 👍👍👍",5
"Kurang suka, karna gratis boaya transfer nya terbatas cuma 2bln pertama. Stlhnya harus mencapai rata2 harian. Jd kalau untuk yg byk transaksi saya kurang recommended, ada yg lebih ngerti kebutuhan saya",3
"Sudah lama jadi nasabah BCA, pakai blu ngelola keuangan makin rapi. Buka rekening blu gampang, proses aktivasinya gak lama walaupun antriannya panjang. Suka sama fiturnya, terutama narik uang di mesin ATM gak perlu pakai kartu. Bisa buka tabungan banyak pula di bluSaving, pos-pos bulanan jadi aman",5
"Saya bukan nasabah BCA tapi dari dulu saya pengen punya rekening bca karna bca tetkenal sebagai bank terbesar di indo cuma kantor cabangnya terbatas di wilayah saya pakis malang, dengan adanya blu digital bca ini saya like bgt krna ini adalah bank digital terkeren diantara bank2 lainya pembukaan rekeningnya cepat csnya ramah apk nya bgus dan animasi /mascot nya sumpah keren bgt.. saya harap blu ini bisa jadi bank digital terbaik dengan pelayanan super cepat teraman dan terpercaya",5
Senang melihat terus setiap perkembangan dari Blu dan pastinya akan terus menunggu setiap peningkatan yang dilakukan blu untuk menjadi lebih baik lagi.,5
"Kalo tampilanya lebih sederhana lagi bakalan keren si, pasti betah, sejauh ini bank digital paling simple ya seabank, semoga update kedepanya blu, bakal lebih sederhana lagi UI nya # 🙏",4
"semuanya baik, biaya admin selalu free hanya saja sedikit agak lemot setiap akan melakukan pembayaran entah itu transfer atau QR sangat lama",4
sangat bagus sangat membantu masyarakat yang ingin menabung sangat simpel dan mudah bisa membuat banyak pos-pos tabungan hanya dalam satu aplikasi..ini yang sudah lama saya cari,5
"Aplikasi perbankan yang paling buruk yang pernah saya instal. Disuruh antri nomor 280, tiba tiba sudha nyampe antrian 260, dibilang, sepertinya ada masalah, coba lagi ya... Di coba lagi, Terus seperti itu, ber ulang ulang, juga seperti itu... Dari pagi sampe sore saya urusan ini aja gak kelar kelar Bikin bad mood aja nih aplikasi. Benar gak ya ini milik BCA? Setahu saya BCA sangat profesional, tapi aplikasi ini sangat menjengkelkan.",1
